ID,text,label
TXT00433,"RT menjelang tengah malam ini, aku mau ucapkan terima kasih yang banyak ke bapak prabowo. awalnya, aku mau apatis dan memutuskan untuk tidak terlalu mengikuti pembahasan pilpres kali ini. bahkan aku merelakan periode selanjutnya untuk dipimpin prabowo; sekadar menjadi pemilih, bukan pendukung. kan penasaran juga dengan kepemimpinan prabowo yang sudah berkali-kali ikut pilpres. jadi aku ingin memberikan suaraku sebagai bentuk dukungan dan membuka kesempatan untuk beliau memimpin negeri ini. tapi, itu sebelum ramai pembahasan pelanggaran etik mk. mulai saat itu, aku ke-trigger dan mencari tahu semua informasi dan mendeklarasikan dalam sebuah tweet Ã¢Â€Âœterserah pilih siapa, asal bukan 02Ã¢Â€Â namun, aku merenung sejenak dan akhirnya tergerak mencari tahu lebih banyak. karena kupikir, tak adil rasanya hanya berstatemen tapi tidak mencari tahu lebih dalam tentang pasangan calon lainnya, karena aku tidak ingin golput di pilpres kali ini. setelah mencari tahu dan menimbang-nimbang, nilai-nilai dan hak-hak yang ingin kuperjuangkan lebih condong ke anies baswedan; padahal, sebelumnya, aku tak pernah memperhitungkan anies baswedan. sebab kupikir, pilpres kali ini adalah pertarungan antara prabowo dan ganjar. semakin kucari tahu lebih dalam, semakin cocok aku dengan anies dan akhirnya kuputuskan untuk mendukungnya. mendukung, bukan sekadar pemilih. dan kuputuskan untuk membicarakan anies di sosial media, daripada harus Ã¢Â€Â˜menjelek-jelekkanÃ¢Â€Â™ salah satu paslon. jadi, aku bukan pendukung anies garis keras. aku adalah orang yang terganggu dan menentang pelanggaran etik yang kemudian tergerak mencari tahu, sampai akhirnya condong ke salah satu paslon tertentu. tapi, makin ke sini, salah satu paslon itu semakin meresahkan saja tindak-tanduknya. bahkan sampai terindikasi menggunakan kuasa-kuasa negara; mulai dari presiden dan pejabat-pejabat lainnya. gatal aku berkomentar, karena aku peduli dengan pilpres kali ini karena ke-trigger dengan prilaku niretika dari salah satu paslon; dan aku tak ingin mereka berkuasa. jadi, aku mau ucapkan terima kasih banyak ke bapak prabowo; yang karenanyalah aku jadi seperti sekarang; yang mencari tahu lebih banyak informasi-informasi yang berkaitan dengan pemilu; yang akhirnya berani bersuara untuk menyuarakan pilihanku dan mengungkapkan ketidaksukaanku atas pelanggaran-pelanggaran yang terjadi. jadi, sekali lagi, aku bukan pendukung garis geras anies baswedan; aku hadir karena tidak ingin paslon yang melakukan pelanggaran etik berkuasa di negeri ini. selamat malam Ã°ÂŸÂ˜Â€Ã°ÂŸÂ™ÂÃ°ÂŸÂÂ» [RE dayatpiliang]",Ideologi
TXT00434,"RT Survei Terbaru 2 Minggu Jelang Pilpres: Prabowo-Gibran Tembus 50,7 Persen, Pilrpes Satu Putaran di Depan Mata https://t.co/0ICHFYmC6M [RE tvOneNews]",Politik
TXT00435,"RT ""Food estate singkong yang menguntungkan kroni, merusak lingkungan, dan tidak menghasilkan. Ini harus diubah,Ã¢Â€Â ujar Anies. https://t.co/6XjDVsf5K6 . [RE tempodotco]",Politik
TXT00436,"RT Momen Pak Anies Baswedan, Pak JK, Pak Surya Paloh dan rombongan tiba di lokasi kampanye Akbar Bandung #AMINAjaDulu #AniesMuhaimin2024 https://t.co/Q4MVgVuFsu [RE Mdy_Asmara1701]",Politik
TXT00437,Ganjar pranowo mendorong penghormatan kepada HAMÃ‚ Ganjar Mahfud Hebat #Coblos3 #3GM #GanjarMahfudM3nangDebat #WaktunyaPrabowo https://t.co/LrSjs7H17a,Politik
TXT00438,"RT Prabowo Subianto Resmikan Sumber Air Bersih di Bangkalan Madura, Ribuan Warga Berduyun Histeris - Bandung Insider - Bandung Insider https://t.co/vb5P7Npt3R #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan [RE RondangKomariah]",Politik
TXT00439,RT Ganjar-Mahfud kan udah digembosin abis2an di darat. Gangguan ke AMIN malah ga separah Ganjar-Mahfud yang tiap keliling dibuntutin Jokowi langsung. Itu kenapa kampanye Ganjar-Mahfud lebih defensif [RE mdrfhyt],Politik
TXT00440,"Bersama Wong Cilik, Ganjar Pranowo Mahfud MD, wujudkan pemerintahan yang mampu mendengar aspirasi rakyat Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Buruh Naik Kelas https://t.co/IHfnDelJ8f",Politik
TXT00441,"Data pertanian, senjata andalan Program Capres Ganjar Pranowo membawa kecerahan untuk pertanian Indonesia. #CerahkanPertanian #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/jYJhlq1Cd3",Sumber Daya Alam
TXT00442,RT Waaaah... Anies janji REVITALISASI KERETA utk warga Sumatra Barat ? Ã°ÂŸÂ‘Â€ [RE Outstandjing],Politik
TXT00443,"RT Anies Baswedan dan Muhaimin Iskandar akan mengubah program terkait alutsista, yakni dari Minimum Essential Force menjadi New Essential Force. https://t.co/X5VItMhUYf [RE kompascom]",Pertahanan dan Keamanan
TXT00444,RT Abah Anies dan bu Fery telah tiba di Banda Aceh Semoga Kampanye Akbar di Tanah Rencong berjalan lancar Ã°ÂŸÂ™Â Indonesia People Deserve Better https://t.co/uGmbvBkBDK [RE Mdy_Asmara1701],Politik
TXT00445,Capres No 3 Ganjar Pranowo yang tulus untuk petani tembakau!Dukungan kita adalah kunci keberhasilan produksi tembakau yang lebih baik. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK,Sosial Budaya
TXT00446,Pak Ganjar dan Pak Mahfud MD patut diacungi jempol sebagai pionir dalam memerangi kejahatan luar biasa di Indonesia @DELNiHqnXoLOuuBj+gqV82h2HQVKfumTAU/6ckua21A= #GanjarMahfudM3nangDebat #GanjarMahfud2024 #Coblos3 https://t.co/RhL4gPFpv7,Politik
TXT00447,"RT Ganjar Pranowo menutup agenda safari politiknya di Kabupaten Batang, Jateng pada Selasa (16/1/2024) malam dg mengunjungi Ndalem atau majelis Gus Abu Khoir di Klawen #SahabatGanjar #GanjarPranowo https://t.co/qnnIR4zVF8 [RE Ghurem2]",Politik
TXT00448,"@vqUrr1ixCyUEkLMEwnV/B2p+YJClPJ3k+ogcqpEG0HI= Coba kalau debat sama pak anies dijawab, ""inilaj Bedanya yang pakai data dan diksi, tambang ilegal di cabut izin, bagaimana cara berfikirnya.""",Sumber Daya Alam
TXT00449,RT Ini kan orang demokrat ya? Mgkn dia blm msk partai demokrat saat andi arif marah2 ngatain prabowo jendral kardus krn ahy gak jd cawapres prabowo. Gitu kan sob? https://t.co/pEkZZmSjOm [RE UmarSyadatHsb__],Politik
TXT00450,007koteka mohmahfudmd Tapi janji tinggal janji dibibirmu Ganjar Mahfud Hebat #Coblos3 #3GM #GanjarMahfudM3nangDebat #DebatCapres https://t.co/zuC4IHgSBx,Politik
TXT00451,RT @u0gdAOoGZGZTcqxarsxLqMpYLqKT6/oXdChtSLuX6sA= @EVHianko5r0LWkSCRR+4TCv0WV3lapWraXdk39PEWIc= ini buat melawan framing Anies jualan politik Identitas. https://t.co/1L67mTDNE8 [RE SaifuddinSay],Politik
TXT00452,"RT Elektabilitas Ganjar-Mahfud Melonjak Usai Debat, Buntuti Prabowo-Gibran https://t.co/vavq5NVkwC [RE sinarganjar]",Politik
TXT00453,"Untuk Petani, Paslon 03 Capres Ganjar Pranowo mendengarkan aspirasi kalian! Kuota pupuk akan ditingkatkan untuk mendukung pertanian kita. #GanjarPranowoPilihanUmat #GanjarMahfudRebound #JNK https://t.co/QBcWuQIYBi",Ekonomi
TXT00454,Rekam Jejak Anies Baswedan Provinsi DKI Jakarta menjadi kota pertama di Asia Tenggara yg meraih Sustainable Transport Award (STA) 2021 atau penghargaan transportasi berkelanjutan.DKI mendapatkan penghargaan itu berkat program integrasi antarmoda transportasi publik #nazarpemilu https://t.co/JU6QUCfpO3,Sumber Daya Alam
TXT00455,RT Bapak Pendeta Yusak ini Dari Magetan ke Ponorogo Jawa timur hadir Untuk Memberikan Dukungan ke Pak Anies Baswedan ....masihkah Kalian Memfitnah Pak Anies Intoleransi dan Radikal -Radikul ???? https://t.co/K7hxibOQUl [RE Yurissa_Samosir],Politik
TXT00456,RGS Indonesia Blusukan di Pasar Gayungsari Surabaya untuk Menangkan Prabowo-Gibran https://t.co/LtoGscfavB Follow di google berita : https://t.co/NfEcdo46tG #beritaviral #berita #news #bangsaonline https://t.co/lXcB8Fktvl,Politik
TXT00457,RT Survei Bloomberg: Ekonom Pilih Anies untuk Gantikan Jokowi sebagai Presiden RI https://t.co/bKf4rlAGY3 [RE OposisiCerdas],Politik
TXT00458,"RT Kurang dari 1 bulan sudah pemilu, elektabilitas Prabowo-Gibran mencapai 50%, Pertanda Satu Putaran Ã°ÂŸÂ¤Â­ #KosongDuaSatuPutaran RakyatSenang 02Menang https://t.co/t89qMiIaUx [RE Noviani1Saputri]",Politik
TXT00459,"Memilih pemimpin yang tepat, menurut Arsjad Rasjid, berarti mengutamakan kepentingan rakyat di atas segalanya. #arsjadrasjid #pemilu2024 Ketua TPN Ganjar-Mahfud #inklusifkolaboratif https://t.co/rWm4G59llv",Ideologi
TXT00460,"RT Kalah Debat Bikin Drama MewekÃ¢Âœ Kalah Debat Maki Maki Lawan Di Depan PendukungÃ¢Âœ Kalah Debat Laporin LawanÃ¢Âœ Tapi Aneh Nya Tagline Yg Mereka Pakai,Politik Riang GembiraÃ°ÂŸÂ˜Â ""Ganjar Di Laporkan Ke Banwaslu,Soal Pernyataan Di Debat Capres. Hari Ini Rabu 10/01/24. https://t.co/jO9NKSyP7A [RE sami86pilang]",Politik
TXT00461,Capres Cawapres Ganjar Pranowo - Mahfud MD - Mahfud MD serius banget nih! Bakal libatkan perguruan tinggi buat bikin program-program yang oke di berbagai sektor. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK,Politik
TXT00462,RT Viral TKI Taiwan Pendukung Anies Baswedan Dapat Surat Suara Bolong: Mau Pilih AMIN Tapi Paslon Lain Sudah Dicoblosi https://t.co/0bG6TRpciM [RE OposisiCerdas],Politik
TXT00463,Calon Presiden RI No Urut 3 Ganjar Pranowo tidak akan mengizinkan pelanggaran Konstitusi atau aturan dasar negara merusak fondasi negara kita.#GanjarPranowoPilihanUmat https://t.co/HXxZxRRStS,Ideologi
TXT00464,"Melalui #GanjarMahfudRebound, Ganjar Pranowo dan Mahfud MD mengilhami masyarakat untuk terlibat aktif dalam perubahan menuju kehidupan yang lebih baik.#JNK",Politik
TXT00465,"RT ...Prabowo yg ngomong tapi gw yg malu. 2018, menyebut Yerusalem ibukota Israel bukanlah masalah bagi Indonesia. 2024, di debat capres, menyudutkan Gaza terkait pasukan militer. Benar2 layak disematkan capres Pro Zionis. Prabowo benar2 gak layak mimpin bangsa ini... (``,) [RE kafiradikalis]",Politik
TXT00466,@cdTtrPR2qj41VAl1LHWdlO9REkQXECJbY+mb3SscU3A= Sebagai kalangan perempuan muda Bangga rasanya bisa bersama berjuang bersama pasangan Ganjar Mahfud. Tetaplah semangat mewujudkan Indonesia unggul menuju Indonesia emas,Demografi
TXT00467,"RT adanya kirab kebangsaan lebih kita mengingatkan untuk melestarikan terus kebudayaan , kostumnya semuanya bagus bangett . makasih banyak prabowo gibran #KirabKebangsaan02 https://t.co/mweO6qlfpc [RE sayadebus]",Sosial Budaya
TXT00468,"@Vx83mFFwBhEGIw5AU/gYvlnJNGcdxcWFgPxqS6uRbNM= Sempet macet Naudzubillaah waktu di tata ulang sana sini. Skrg hampir semua area Jkt cantik bersih, Alhamdulillaah #TakeAniesLookatJakarta ÃƒÂ°Ã‚Å¸Ã‚â„¢Ã‚Â Tanpa mngecilkan Gub Gub sblmnya. Semua ada kelebiha",Sosial Budaya
TXT00469,"RT Spanduk Prabowo-Gibran Dipasang di Landmark Batam, Bawaslu Pastikan Melanggar Aturan https://t.co/CLoKEm0gK1 #TempoNasional [RE tempodotco]",Politik
TXT00470,RT Mantan Panglima TNI mengingatkan Kepala Staf Angkatan Darat dan Panglima TNI untuk mengawal proses hukum oknum-oknum TNI terhadap relawan Ganjar Mahfud dan warga sekitar.. Jangan melenceng!! https://t.co/j5duokFbef [RE Paltiwest],Pertahanan dan Keamanan
TXT00471,"RT Kapitalisme neoliberal tak cocok untuk Indonesia, kata Prabowo - ANTARA Kalimantan Tengah https://t.co/XpTnsPrinX #MenangSeputaran [RE AzzrielAzaryahu]",Ideologi
TXT00472,@zDhQK7v02Z108CE2WFCpc3RCQU9D7bi2EVXaLTkDZ0c= @umdUFvgvzw5vPvc0hESadHA3ahFz1ybPxg0gVUttalU= @HJkMaOQlLOYz9HoZjzWVJgXk3MfQ1NR+WmdiLSXtS6s= @hSDwx4LaQ8Inqd0d+EPY6qr23g8SiOrKrAXwX67IcH0= @NKd8q4dcAeOP0fwFnh85KwQx+clBVKnj0qt5feOVg60= Yaudah sih kl mau dibilan,Sumber Daya Alam
TXT00473,RT Survei Bloomberg: Ekonom Pilih Anies untuk Gantikan Jokowi sebagai Presiden RI https://t.co/jkFP48KpMs [RE geloraco],Politik
TXT00474,"Lebih lanjut, ia mengatakan bahwa proses membangun timnas memerlukan waktu yang panjang, pengorbanan, dan kerja sama dari banyak pihak. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto",Politik
TXT00475,"RT @NEwsd9uU+YGemg0pyXCuao818Pi6mXuAKM4Ji4P6c9Q= Saya lihat gini... Cara Anies jika berhasil, berarti rakyat memang lebih suka diberi janji2 manis dengan sentuhan personal. Saya ga anti Anies, Anies cukup smart untuk ide dan publik speaking, tapi untuk eksekusi rasanya jauh [RE Kickyn1]",Politik
TXT00476,"Satu kata: hebat. Ganjar Pranowo Mahfud MD siapkan langkah besar, 35% kredit perbankan untuk koperasi dan UMKM. Sukses selalu.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/FHs9ZYlyHS",Ekonomi
TXT00477,"Beri ucapan selamat atas kelolosan ke 16 besar, Prabowo dinilai mnjdi sosok pemimpin yg akan mndorong kemajuan Timnas Indonesia #PRBWDukungTimnas https://t.co/znFxCNRbOK",Politik
TXT00478,Ganjar pranowo menghadiri rakorpimnas inkindo 2023 G Ã°ÂŸÂ§Â‘Ã¢Â€ÂÃ°ÂŸÂ¦Â° anjar Mahfud Hebat #Coblos3 #3GM #DuluJokowiSekarangGanjar https://t.co/06UZ7XnDB3,Politik
TXT00479,"Ganjar Pranowo dengerin hati rakyat, bawa keadilan untuk semua. #GanjarKeadilan"" #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/689H97scDq",Politik
TXT00480,Capres Ganjar Pranowo mengajak semua pihak untuk bersatu menjaga Konstitusi atau aturan dasar negara.#JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/claSFnjgne,Ideologi
TXT00481,"RT @ghlNqYnmYQlHuCrHXcrEPs339RJia9x9if8wYbne1hQ= kan emang bener kalo di pemerintah pusat ada opung luhut jadi menteri segala urusan, kalo di pemerintah daerah ada Anies baswedan Gubernur Jabodetabek eh bukan Gubernur Indonesia apalagi kalo ada kata Ã¢Â€ÂœbanjirÃ¢Â€Â padahal banjirnya bukan di jakarta tapi yang disalahin tetap anies Ã°ÂŸÂ¤Â£ https://t.co/7qEb97ktZ5 [RE coldthem]",Politik
TXT00482,@Xz2N0SPeyaV0PdhbxfJi/BZCn21Haf6Hh2ZblmjGelM= patut di acungi jempol atas program nya pak Prabowo untuk mengurangi polusi udara #02KampanyeRamahLingkungan,Sumber Daya Alam
TXT00483,"RT 14 Feb adalah kesempatan untuk memilih pemimpin yang mampu memberikan cinta dan kepedulian kepada rakyat, sebagaimana yang ditunjukkan oleh Ganjar Pranowo-Mahfud MD.#JNK #GanjarMahfudRebound #JNKdukung03 https://t.co/xZiZkp794W [RE BellerViol61013]",Politik
TXT00484,RT Grup bank Slank resmi mendeklarasikan dukungan untuk pasangan Ganjar Pranowo dan Mahfud MdÃ‚ di Pilpres 2024. Slank M3nangkan Ganjar https://t.co/X6nlRZrI2A [RE Urrangawak],Politik
TXT00485,RT Masih ingat 3 bulan yang lalu @9+21iuBuRDZL9uGYjn41SW+H+OPrLYddssUIeWcj57g= menyoroti soal PSN yang rentan titipan kanan kiri ( KKN )? Pihak Istana dan para pendukungnya ngamuk bahkan @a1jVA3pgH8wSrplYrSKAZ2BYyzEbNY8puD124MxUUfo= ikut panas dingin suruh buktikan. Kini akhirnya pernyataan Anies itu TERBUKTI. Bagaimana Jokowi? https://t.co/JU55J3w0DW [RE RomitsuT],Politik
TXT00486,"RT Baru pertama kali lihat langsung Bapak Anies Baswedan Sampai Masyarakat Ambon ada yg berteriak, cuma pak Anies Presiden yg bisa memimpin doa katanya! https://t.co/s6FoFC8TCh [RE Aa_Khan01]",Politik
TXT00487,Capres Cawapres Ganjar Pranowo Mahfud MD pemimpin yang menjunjung tinggi nilai-nilai keadilan dan kebersamaan. JN19Uk #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/zPsvNCA5wk,Ideologi
TXT00488,"RT Ndasmu menghina! Ã°ÂŸÂ¤Â£Ã°ÂŸÂ¤Â£ Semalam kayaknya cuma mas Anies yg justru bicara soal kesejahteraan tentara. Gaji yg akan naik tiap tahun TUKIN yg akan diperbaiki, rumah dinas utk tentara, dll.. Jgn hasut dan menyesatkan dong.. https://t.co/thXUt5DKcx [RE Reiza_Patters]",Politik
TXT00489,"RT sedihnya temen gw cowok liat banner iklan anies yg ini malah komen ""lah hubungannya sama suami apa kok istri melahirkan suami ikut libur, ga masuk akal"".... gw abis denger kek??? jirrrr istri juga butuh mental support dan banyak bantuan pasca melahirkan apalagi anak pertama [RE akunburon]",Sosial Budaya
TXT00490,"Konsep kepemimpinan partisipatif Prabowo menciptakan dialog terbuka antara pemimpin dan masyarakat, membentuk kolaborasi yang erat untuk NKRI yang lebih baik. Dedikasi Mas Bowo Untuk NKRI https://t.co/xmR1jFm4YF",Ideologi
TXT00491,"Kontrak terbuka Capres No Urut 03 Ganjar Pranowo adalah peluang besar buat IPB, agar kita semua bisa makan dengan lebih baik.#JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/MrnuzEhJoy",Politik
TXT00492,"RT Prabowo prescon ""saya bangga tadi mas Gibran sudah menunjukkan kapasitasnya dan pengetahuannya di bidang ekonomi"" TADI DEBATNYA TENTANG LINGKUNGAN HIDUP, ENERGI, AGRARIA, PANGAN DAN DESA PAK BUKAN EKONOMI Ã°ÂŸÂ˜Â­Ã°ÂŸÂ˜Â­ [RE chocolatyaa]",Ekonomi
TXT00493,"RT 14 Februari tinggal beberapa hari aja nih gengs. Pilihan untuk Indonesia Unggul cuma Ganjar-MahfudÃ°ÂŸÂ¤ÂŸ Inget, yang ada Nomor 3 nya !!! #SahabatGanjar #GanjarPranowo #Ganjar #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024 #SatSet #PastiLebihBaik #SatSetLebihBaik [RE Ganjar_Mahfud03]",Politik
TXT00494,RT Ganjar Apresiasi Polri yang Berhasil Tangkap Pengancam Anies: Semoga Tak Ada Lagi Teror Semacam Ini https://t.co/zi7tm6M1y2 [RE pikiran_rakyat],Pertahanan dan Keamanan
TXT00495,"RT Hilirisasi Berdampak Positif, Pemuda Rantau Sulawesi Tenggara Dukung Prabowo-Gibran - https://t.co/vMAyms93EO https://t.co/CuvfI8zRSL #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan [RE doddy_h4312]",Politik
TXT00496,"RT Prabowo Sindir Orang yang Tanyakan Lahannya dengan Kata Goblok, Anies Baswedan: Matur Nuwun Pak https://t.co/akIKV4lqzP [RE GeiszChalifah]",Politik
TXT00497,"RT JAUA SUPARNA BARU TAHU BAHWA ANIES : S.1 nya Fakultas Ekonomi , S.2 nya Kebijakkan Keuangan ... S.3 Nya Political Ekonomi &amp; Pembangunan. https://t.co/tAterTe8Sl [RE Andria75777]",Ekonomi
TXT00498,"RT REDEFINE COMMON SENSE Prabowo Gibran dan pendukungnya secara luar biasa berhasil mendefinisikan common sense (versi mereka). Apa yg sebelumnya tampak aneh, berhasil mereka buat menjadi 'biasa saja', 'wajarnya gitu', atau paling parah adalah 'kamu yg aneh'. Mereka tahu kok kalo mereka itu adalah tim yang 'tidak pas'. Mereka sadar diri kalo lahir dari sesuatu yg buruk. Lalu bagaimana cara plg efektif untuk membuat mereka tampak oke? Definisikan ulang apa itu 'pas'. Recreate apa itu 'buruk'. Trik berikutnya, tempelkan yg 'tidak pas' dan 'buruk' tadi ke pihak lawan. Trik pamungkas tergambar jelas dalam kutipan berikut, yang kebetulan berasal dari Josep Goebbels, Menteri Propaganda Nazi, ÃƒÂ¢Ã‚â‚¬Ã‚Å“It would not be impossible to prove with sufficient repetition and a psychological understanding of the people concerned that a square is in fact a circle. They are mere words, and words can be molded until they clothe ideas and disguise.ÃƒÂ¢Ã‚â‚¬Ã‚Â Yang dalam bahasa sederhana menjadi 'kelabui-sebarkan-repeat'. Gak percaya? Ini contohnya: (1) Yang mengkritik putusan MK 90/2023 disebut anti generasi muda dan gak move on; (2) Isu penculikan dan pelanggaran HAM dibilang gorengan 5 tahunan; (3) Gesture provokatif Gibran di debat Pilpres I adalah ungkapan semangat; (4) Menilai kinerja Menhan 11/100 adalah penghinaan, dan yg berhak menilai kinerja Menhan hanya orang yg kompeten; (5) Menanyakan aset tanah Prabowo saat debat adalah serangan pribadi; (6) Realisasi anggaran belanja Kemhan adalah rahasia negara; (7) Investor IKN adalah rahasia negara; (8) Gibran cawapres paling beretika karena sungkem selepas debat; (9) Menolak IKN berarti Javasentris dan menolak pemerataan pembangunan; (10) Food estate Gunung Mas bukan proyek gagal, kalaupun gagal itu tanggung jawab Kementerian Pertanian; (11) Menolak hilirisasi nikel berarti tidak nasionalis; (12) Mengkritik glorifikasi Prabowo saat melepas kapal bantuan kemanusiaan Palestina dari Kemhan berarti anti kemanusiaan. (13) 'Ndasmu' adalah bahasa yg biasa saja. Kalo kamu cermati, poin (1) s/d (13) menggunakan formula yg mirip. Dikotomi, hitam dan putih, tidak ada opsi kritik, tidak ada opsi beda pendapat. Kamu tidak setuju berarti kamu langsung mendapat label anti berkelanjutan, anti pembangunan, dst. Untuk temen-temen yg lahir sebelum tahun 1990, mungkin ingat formula di atas digunakan oleh Soeharto untuk merepresi lawan politik dan masyarakat. Saat itu menggunakan 'jasa' Departemen Penerangan (yg tugasnya mirip dengan Kementerian Propaganda Nazi). Dengan menggunakan formula di atas, yang digaungkan berulang kali oleh public figure secara masif di sosial media, portal berita dan media massa, tambahkan bumbu pernyataan menteri anggota Partai Kabinet Indonesia plus klarifikasi presiden, dan simsalabim, yg aneh tampak menjadi wajar, dan yg mempertanyakan malah menjadi aneh. Yang kotak bisa disebut sebagai lingkaran. Sesuai dgn kutipan dari Goebbels di atas. Lalu apa yang bisa kamu lakukan? Try this methods. (a) Diskusi. Argumen mereka biasanya ngawur. Kebanyakan berakhir ke pemahaman legal formal yg tidak konsisten; (b) Ingat bahwa kebebasan berpendapat adalah mutlak. Preseden dari keputusan Haris Fatia menyebutkan 'seseorang tidak bisa dihukum atas apa yg ada di dalam pemikiran mereka.'; (c) Sesuatu yg buruk pantas untuk dihentikan, bukan dipaksa terus berlanjut; (d) Jiwa nasionalis seseorang tidak bisa dinilai dari mendukung/tidak mendukung program kerja paslon; (e) Informasi publik adalah hak warga negara; (f) Jangan pernah ngrasa capek meluruskan pola pikir bengkok ini; (g) last but not least, trust ur arguments. Pendukung 02 aslinya gak percaya sama argumen mereka sendiri. Mereka tau bahwa aslinya argumen mereka bengkok. Mari kita bantu orang-orang yg berdiri di depan dan berhadapan langsung dengan Prabowo Gibran. Dukung @qeS2DOJ/NBMUgPqi0D1sL50KinXLniWMKQVPe462nMQ= , @bG9QJsJh4WbLhwxmaHm0oU2kSPcjExwtZsx4yDBWq5g= , @yAxs3xdQVvlZnCV6CthMCe4Vl1n5y6JfxQ+ymOKzBYo= dan @q0qQ+lW/sqLQ0y4CAM0XS1DIYxASTQgY5I0fFcvL3C0= (not in particular order), dalam menghentikan rezim busuk ini. Mereka bisa kalo kita mau bergerak. [RE pedagang_kritik]",Ideologi
TXT00499,Komitmen Paslon 03 Capres Ganjar Pranowo pada keadilan sosial dan perlindungan hak-hak rakyat Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 NelayanÃ‚ Sejahtera https://t.co/DzxJyrDHCk,Sosial Budaya
TXT00500,"RT Mendampingi Pak Prabowo menandatangani kerja sama akademi sepak bola Garudayaksa dengan Aspire Academy, Qatar. Semoga kerja sama ini akan berperan dalam meningkatkan kualitas pembinaan pemain usia muda di Indonesia. https://t.co/QfGAvuWHcW [RE erickthohir]",Politik
TXT00501,RT Cara Prabowo-Gibran Hapus Korupsi: Sejahterakan Pejabat Negara https://t.co/opRhWm1FAH [RE TirtoID],Politik
TXT00502,"Capres Cawapres Ganjar Pranowo dan Mahfud MD, mari bersama-sama kita buka jalan bagi nelayan yang terjebak kredit macet. Sebagai hasilnya, mereka dapat melangkah menuju kebebasan finansial. #NelayanBukaJalan #GanjarPranowoPilihanUmat #GanjarMahfudRebound #JNK",Ekonomi
TXT00503,"Capres Ganjar Pranowo yakin, Konstitusi atau aturan dasar negara adalah dasar keadilan yang harus dipegang teguh.#JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/0rmFUAgIRC",Ideologi
TXT00504,RT Wiranto langsung bergerak cepat untuk memberikan dukungan kepada Prabowo - Gibran. #WirantoGasPolDukung02 https://t.co/vkk1Hbk5Wl [RE AlfisyahriFarah],Politik
TXT00505,"RT Ganjar: Ada Penyalahgunaan dan Pelanggaran Pemilu Dibiarkan, Tidak Fair https://t.co/39pou4MXJq #Pemilu [RE liputan6dotcom]",Politik
TXT00506,"RT @Js5oHk3a6dyGWbgW8o/RDDvSlMRDvh32OuvSCMdwQqw= Di jakarta, aku puas banget sih sama kinerjanya pak anies. Trotoar jadi rapi banget, ga cuma sebatas thamrin-sudirman Trus beliau merhatiin banget yang namanya transum. Jaklingko the best sih, bisa berhenti di bus stop yang lumayan banyak di pinggir jalan dan yg penting GRATIS [RE speaklaternow]",Sosial Budaya
TXT00507,RT Ã°ÂŸÂ—Â£Ã¯Â¸Â Ganjar Pranowo: UU perampasan aset sebagai respon pemberantasan korupsi. Korupsi bikan hanya tanggung jawab KPK melainkan semua pihak. Dan Nusakambangan tempat terbaik untuk koruptor. https://t.co/sxhlikZmq9 [RE timpenguinnas],Politik
TXT00508,RT Prabowo Lepas Kapal RS TNI KRI dr. Radjiman-992 Kirim Bantuan ke Palestina https://t.co/kpTYn3nnXA [RE Gerindra],Politik
TXT00509,@BWZAklSbYgwn/hqsAso097VZoweppoB7gda+XBr54Zs= Bukti nyata dari Prabowo: Langkah konkret untuk kesejahteraan rakyat. #02UntukMelanjutkan BuktiNyata TiadaHenti,Politik
TXT00510,"Kebersamaan kita adalah kunci keberhasilan. Mari bergandengan tangan memilih Capres Ganjar Pranowo, pemimpin yang akan membawa kita ke puncak kemajuan. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/jt2jH4Ht2M",Politik
TXT00511,RT Ã¢Â€ÂœSurat terbuka untuk Anies: Ã¢Â€ÂœBukan soal urusan benar dan salah. Ini sensitif dan tidak sensitif.Ã¢Â€ÂÃ¢Â€Â by Yoel Sumitro https://t.co/JkovPWmUOU https://t.co/F7EXPm3Xzq [RE SumitroYoel],Politik
